,,,,radius,radius,silhouette,silhouette,ari,ari,tempo,tempo
,,,,mean,std,mean,std,mean,std,mean,std
dataset_name,algoritmo,metrica,eps,,,,,,,,
varied_0,intervalo,minkowski,0.05,2.786143707750556,0.0,0.9019511753674117,0.0,1.0,0.0,0.00112247333336194,0.0005582601562866466
varied_0,intervalo,minkowski,0.1,2.786143707750556,0.0,0.9019511753674117,0.0,1.0,0.0,0.0010968466666174933,0.0010156729042259758
varied_0,intervalo,minkowski,0.15,2.786143707750556,0.0,0.9019511753674117,0.0,1.0,0.0,0.0007680599999426867,6.150635043347289e-05
varied_0,intervalo,minkowski,0.25,11.297723647008237,0.0,0.760059620003928,0.0,0.5676023488606173,0.0,0.0006411399999402533,2.5214814294059417e-05
varied_1,intervalo,euclidiana,0.01,3.861366430887259,0.0,0.6784345955977875,0.0,0.7367004194036405,0.0,0.0014930066665631667,0.0004698281258340796
varied_1,intervalo,euclidiana,0.05,3.861366430887259,0.0,0.6784345955977875,0.0,0.7367004194036405,0.0,0.0010922466666669934,7.690680694192925e-05
varied_1,intervalo,euclidiana,0.1,4.7021166810453074,0.0,0.769797905746384,0.0,0.5698947797453692,0.0,0.0009383666667417533,3.5817686532242344e-05
varied_1,intervalo,euclidiana,0.15,4.7021166810453074,0.0,0.769797905746384,0.0,0.5698947797453692,0.0,0.0008313533332814466,8.573299796943902e-05
varied_1,intervalo,euclidiana,0.25,7.956624913980522,0.0,0.6854910122735628,0.0,0.4745351857960335,0.0,0.0006885866666076267,2.7562937486312404e-05
varied_1,intervalo,mahalanobis,0.01,1.28451150631416,0.0,0.6542076335952756,0.0,0.8877660435846215,0.0,0.0013539933333049134,6.240912787048597e-05
varied_1,intervalo,mahalanobis,0.05,1.28451150631416,0.0,0.6304659985891121,0.0,0.8494956093058867,0.0,0.0010889199999837265,4.8949233142699735e-05
varied_1,intervalo,mahalanobis,0.1,1.5877068097219762,0.0,0.6053673626800041,0.0,0.329023010650502,0.0,0.00089718666661908,5.987756397191476e-05
varied_1,intervalo,mahalanobis,0.15,1.5877068097219762,0.0,0.6053673626800041,0.0,0.329023010650502,0.0,0.0008187400000678733,6.254472451982521e-05
varied_1,intervalo,mahalanobis,0.25,1.5877068097219762,0.0,0.6053673626800041,0.0,0.329023010650502,0.0,0.0007055600000360601,5.81147361934757e-05
varied_1,intervalo,minkowski,0.01,5.242328070774404,0.0,0.6370703053734279,0.0,0.6680118575049362,0.0,0.0012809866667035867,4.701748709906466e-05
varied_1,intervalo,minkowski,0.05,5.242328070774404,0.0,0.6400025879053561,0.0,0.6833830705209277,0.0,0.0010607133332692668,3.412070733788257e-05
varied_1,intervalo,minkowski,0.1,6.143348688700783,0.0,0.769797905746384,0.0,0.5698947797453692,0.0,0.0009470533333417667,9.108640227023264e-05
varied_1,intervalo,minkowski,0.15,6.143348688700783,0.0,0.769797905746384,0.0,0.5698947797453692,0.0,0.0008245534667063267,6.335381443712946e-05
varied_1,intervalo,minkowski,0.25,8.947029174097962,0.0,0.6752522865197039,0.0,0.4594966300710143,0.0,0.0006826266666393667,3.181404603889981e-05
varied_2,intervalo,euclidiana,0.01,4.554039095742831,0.0,0.614021242033267,0.0,0.8013016077999578,0.0,0.0013871199999811934,3.706390613423091e-05
varied_2,intervalo,euclidiana,0.05,4.554039095742831,0.0,0.614021242033267,0.0,0.8013016077999578,0.0,0.0011244666666546201,3.279951365636779e-05
varied_2,intervalo,euclidiana,0.1,4.554039095742831,0.0,0.614021242033267,0.0,0.8013016077999578,0.0,0.0010177533334171534,4.2541439714342796e-05
varied_2,intervalo,euclidiana,0.15,4.554039095742831,0.0,0.614021242033267,0.0,0.8013016077999578,0.0,0.0008751600000322867,3.7240431149025454e-05
varied_2,intervalo,euclidiana,0.25,9.059297385084433,0.0,0.6610979147628387,0.0,0.4650492951647055,0.0,0.0007048933333862267,3.909911337847631e-05
varied_2,intervalo,mahalanobis,0.01,0.9752462047889716,0.0,0.616894240356721,0.0,0.8006075019940766,0.0,0.0014148066665862866,0.00013899680083818953
varied_2,intervalo,mahalanobis,0.05,0.9752462047889716,0.0,0.616894240356721,0.0,0.8006075019940766,0.0,0.0012529400000251133,0.0004178306112138255
varied_2,intervalo,mahalanobis,0.1,0.9752462047889716,0.0,0.616894240356721,0.0,0.8006075019940766,0.0,0.0012325266665962867,0.0003842993448196442
varied_2,intervalo,mahalanobis,0.15,0.9752462047889716,0.0,0.616894240356721,0.0,0.8006075019940766,0.0,0.0008743666666607933,2.1256315514972572e-05
varied_2,intervalo,mahalanobis,0.25,1.8481890478482887,0.0,0.6654987583928584,0.0,0.473890997640325,0.0,0.0008632266666911934,0.000634020836121053
varied_2,intervalo,minkowski,0.01,5.881002472677005,0.0,0.6079496943739122,0.0,0.7910592418056142,0.0,0.00166898666657284,0.0007904221709970958
varied_2,intervalo,minkowski,0.05,5.881002472677005,0.0,0.5810276479541913,0.0,0.7606329200343407,0.0,0.0013093133333010067,0.0005463577763782051
varied_2,intervalo,minkowski,0.1,5.881002472677005,0.0,0.5810276479541913,0.0,0.7606329200343407,0.0,0.0010374133333546334,4.14298006565542e-05
varied_2,intervalo,minkowski,0.15,5.881002472677005,0.0,0.5810276479541913,0.0,0.7606329200343407,0.0,0.0008972400000553534,3.3739438636169396e-05
varied_2,intervalo,minkowski,0.25,11.20262390633804,0.0,0.6648650433910547,0.0,0.4713182323027515,0.0,0.0006857400667588867,4.103052690751264e-05
varied_3,intervalo,euclidiana,0.01,3.480498091907438,0.0,0.7842140173246841,0.0,0.942562170776006,0.0,0.0011976466666661467,9.431285225093867e-05
varied_3,intervalo,euclidiana,0.05,3.480498091907438,0.0,0.7842140173246841,0.0,0.942562170776006,0.0,0.0010267666665337133,5.665559697859757e-05
varied_3,intervalo,euclidiana,0.1,3.480498091907438,0.0,0.7842140173246841,0.0,0.942562170776006,0.0,0.00091123333325712,5.185119743567513e-05
varied_3,intervalo,euclidiana,0.15,3.480498091907438,0.0,0.7842140173246841,0.0,0.942562170776006,0.0,0.0008095733332386533,2.3997573174684975e-05
varied_3,intervalo,euclidiana,0.25,7.521882925129905,0.0,0.7935437352600093,0.0,0.7135173897454284,0.0,0.0006972333333578333,4.4922244962586925e-05
varied_3,intervalo,mahalanobis,0.01,1.0435305865811977,0.0,0.7522441735533711,0.0,0.9075008682646908,0.0,0.0013133599999187934,0.00046784274654762493
varied_3,intervalo,mahalanobis,0.05,1.0435305865811977,0.0,0.729624508954993,0.0,0.8803514084624215,0.0,0.00109479333341364,0.00023073446850589176
varied_3,intervalo,mahalanobis,0.1,1.0435305865811977,0.0,0.6721293736856492,0.0,0.7970129664866209,0.0,0.0010020466666294601,0.0003403454040738221
varied_3,intervalo,mahalanobis,0.15,1.530252108631374,0.0,0.7935437352600093,0.0,0.7135173897454284,0.0,0.0008654266667083599,0.0001887077236210539
varied_3,intervalo,mahalanobis,0.25,1.530252108631374,0.0,0.7935437352600093,0.0,0.7135173897454284,0.0,0.0007064866667253801,6.821281686049071e-05
varied_3,intervalo,minkowski,0.01,4.553298911093273,0.0,0.772844747768211,0.0,0.9217857772150908,0.0,0.0011742333334040665,6.845246181391898e-05
varied_3,intervalo,minkowski,0.05,4.553298911093273,0.0,0.772844747768211,0.0,0.9217857772150908,0.0,0.0011746799999248398,0.0003249694803133088
varied_3,intervalo,minkowski,0.1,4.553298911093273,0.0,0.772844747768211,0.0,0.9217857772150908,0.0,0.00091492000001376,7.458736208250902e-05
varied_3,intervalo,minkowski,0.15,4.553298911093273,0.0,0.772844747768211,0.0,0.9217857772150908,0.0,0.0008355600000868066,0.00016289279023463252
varied_3,intervalo,minkowski,0.25,12.543640711786326,0.0,0.563722933242056,0.0,0.3655401643749356,0.0,0.0006475533333892666,2.3256055069682927e-05
varied_4,intervalo,euclidiana,0.01,5.211856353489456,0.0,0.6703687691357458,0.0,0.9740461346521356,0.0,0.0010939599999800933,0.00022160018313228415
varied_4,intervalo,euclidiana,0.05,5.211856353489456,0.0,0.6695080498264562,0.0,0.9777117471251802,0.0,0.0008765066666758467,4.044231279864338e-05
varied_4,intervalo,euclidiana,0.1,7.591336587873834,0.0,0.7060208507585763,0.0,0.5712754555198285,0.0,0.0007816933333136,3.218816252471218e-05
varied_4,intervalo,euclidiana,0.15,7.591336587873834,0.0,0.7060208507585763,0.0,0.5712754555198285,0.0,0.0007374333333851799,6.207335138143615e-05
varied_4,intervalo,euclidiana,0.25,7.591336587873834,0.0,0.7060208507585763,0.0,0.5712754555198285,0.0,0.0006345933332340334,3.071001389630662e-05
varied_4,intervalo,mahalanobis,0.01,1.8254430540958928,0.0,0.626694419467147,0.0,0.8707325833704185,0.0,0.0011555599999458267,0.00020858646319349107
varied_4,intervalo,mahalanobis,0.05,1.8254430540958928,0.0,0.626694419467147,0.0,0.8707325833704185,0.0,0.00183834666662122,0.0021420103306198897
varied_4,intervalo,mahalanobis,0.1,1.8254430540958928,0.0,0.626694419467147,0.0,0.8707325833704185,0.0,0.0011825333332732067,0.001104520957966301
varied_4,intervalo,mahalanobis,0.15,1.8254430540958928,0.0,0.6085749410694901,0.0,0.8056919607645717,0.0,0.0008311066666767799,0.00015376425590312614
varied_4,intervalo,mahalanobis,0.25,1.8254430540958928,0.0,0.6085749410694901,0.0,0.8056919607645717,0.0,0.0009536000000176467,0.0009638738551490405
varied_4,intervalo,minkowski,0.01,6.999693610159937,0.0,0.6709778359462072,0.0,0.9667579378375551,0.0,0.0010644866667461866,5.6822918749245586e-05
varied_4,intervalo,minkowski,0.05,6.999693610159937,0.0,0.6709778359462072,0.0,0.9667579378375551,0.0,0.0009035200000046401,4.175443864753727e-05
varied_4,intervalo,minkowski,0.1,6.999693610159937,0.0,0.6709778359462072,0.0,0.9667579378375551,0.0,0.00085270666656162,0.00011143517314084409
varied_4,intervalo,minkowski,0.15,6.999693610159937,0.0,0.6709778359462072,0.0,0.9667579378375551,0.0,0.00077566666665608,0.00010885316223797411
varied_4,intervalo,minkowski,0.25,11.37905451961664,0.0,0.6584783287408926,0.0,0.5183951047357641,0.0,0.0007668466667079067,0.0004061424448062541
